"loss","accuracy","val_loss","val_accuracy","epoch","seed"
1.5486888885498,0.349168658256531,1.16907393932343,0.451612889766693,1,1
1.10225546360016,0.517339646816254,0.992643594741821,0.565464913845062,2,1
0.958052635192871,0.564370572566986,0.855180501937866,0.607210636138916,3,1
0.891624748706818,0.60807603597641,0.831328988075256,0.666034162044525,4,1
0.834917187690735,0.634204268455505,1.02837514877319,0.571157515048981,5,1
0.786973476409912,0.668883621692657,0.754085123538971,0.683111965656281,6,1
0.714214086532593,0.685985743999481,0.881524980068207,0.690702080726624,7,1
0.687887191772461,0.705463171005249,0.92758309841156,0.571157515048981,8,1
0.647352457046509,0.721615195274353,0.672091841697693,0.690702080726624,9,1
0.622201085090637,0.738717317581177,0.857265651226044,0.673624277114868,10,1
0.626447975635529,0.740617573261261,0.756322741508484,0.645161271095276,11,1
0.600897669792175,0.734441816806793,0.640679240226746,0.713472485542297,12,1
0.58223956823349,0.742042779922485,0.780724406242371,0.703984797000885,13,1
0.553921580314636,0.763895511627197,0.71263712644577,0.707779884338379,14,1
0.535070717334747,0.768646061420441,0.919511437416077,0.677419364452362,15,1
0.546106398105621,0.783372938632965,1.13496994972229,0.652751445770264,16,1
0.51757287979126,0.784323036670685,0.652190685272217,0.728652775287628,17,1
0.484552532434464,0.794774353504181,1.04776251316071,0.603415548801422,18,1
0.493429243564606,0.791448950767517,0.806690633296967,0.72296017408371,19,1
0.461974322795868,0.800000011920929,0.774167478084564,0.698292195796967,20,1
0.473012089729309,0.806175768375397,0.772150039672852,0.715369999408722,21,1
0.440702527761459,0.819002389907837,0.811997294425964,0.72296017408371,22,1
0.435278087854385,0.82375293970108,2.05381441116333,0.548387110233307,23,1
0.446239829063416,0.805700719356537,0.823859691619873,0.696394681930542,24,1
0.410820692777634,0.82375293970108,1.04261231422424,0.709677398204803,25,1
0.426084458827972,0.828503549098969,1.23742413520813,0.70208728313446,26,1
0.392764657735825,0.841805219650269,0.754788458347321,0.72106260061264,27,1
0.382072776556015,0.849881231784821,0.758925139904022,0.724857687950134,28,1
0.394196510314941,0.83705461025238,0.89021223783493,0.68690699338913,29,1
0.3745958507061,0.849881231784821,0.830536961555481,0.717267572879791,30,1
0.343102335929871,0.858432292938232,0.94332230091095,0.690702080726624,31,1
0.348832905292511,0.849881231784821,0.845914542675018,0.724857687950134,32,1
0.319202661514282,0.863182902336121,1.14289152622223,0.643263757228851,33,1
0.326565325260162,0.8646080493927,1.13049376010895,0.713472485542297,34,1
0.304622828960419,0.876009523868561,0.850851058959961,0.724857687950134,35,1
0.303155720233917,0.880285024642944,1.02337872982025,0.717267572879791,36,1
0.316954374313354,0.879809975624084,1.04171109199524,0.705882370471954,37,1
0.288194626569748,0.879809975624084,1.31152009963989,0.707779884338379,38,1
0.264049351215363,0.895961999893188,1.20973134040833,0.685009479522705,39,1
0.295639663934708,0.886935889720917,1.285231590271,0.690702080726624,40,1
0.250410437583923,0.907838463783264,1.15516173839569,0.713472485542297,41,1
0.264869779348373,0.887885987758636,1.20803809165955,0.692599594593048,42,1
0.237595871090889,0.901187658309937,1.23872935771942,0.715369999408722,43,1
0.243814289569855,0.902612805366516,1.19006526470184,0.700189769268036,44,1
0.22524119913578,0.912114024162292,1.32692205905914,0.715369999408722,45,1
0.22985365986824,0.9045130610466,1.42765629291534,0.700189769268036,46,1
0.207199230790138,0.920665085315704,1.35710394382477,0.719165086746216,47,1
0.217756569385529,0.912589073181152,1.51837742328644,0.700189769268036,48,1
0.23768050968647,0.911163866519928,1.20947253704071,0.696394681930542,49,1
0.233875155448914,0.905938267707825,1.06334114074707,0.728652775287628,50,1
1.67475295066833,0.316864609718323,2.20726418495178,0.273244768381119,1,2
1.30130076408386,0.491211414337158,1.03952205181122,0.573055028915405,2,2
1.07329177856445,0.54156768321991,1.91714549064636,0.324478179216385,3,2
0.988053560256958,0.604275524616241,0.941386520862579,0.563567340373993,4,2
0.903828680515289,0.614251792430878,0.780595660209656,0.66793167591095,5,2
0.797210454940796,0.659382402896881,0.776286661624908,0.654648959636688,6,2
0.778969645500183,0.671733975410461,0.765638291835785,0.664136648178101,7,2
0.736169099807739,0.697862207889557,0.692010939121246,0.709677398204803,8,2
0.684710085391998,0.705463171005249,0.646198630332947,0.698292195796967,9,2
0.695600688457489,0.696437060832977,0.614285469055176,0.736242890357971,10,2
0.654465556144714,0.730166256427765,0.652660369873047,0.728652775287628,11,2
0.64702445268631,0.730166256427765,0.628772377967834,0.719165086746216,12,2
0.607589066028595,0.753919243812561,0.639468193054199,0.711574971675873,13,2
0.605739653110504,0.749643683433533,0.691174566745758,0.694497168064117,14,2
0.588743329048157,0.755344390869141,0.668307721614838,0.690702080726624,15,2
0.562621831893921,0.758669853210449,0.61730420589447,0.730550289154053,16,2
0.57403028011322,0.753919243812561,0.654015123844147,0.70208728313446,17,2
0.545973122119904,0.765795707702637,0.632519960403442,0.711574971675873,18,2
0.505792438983917,0.792399048805237,0.767842531204224,0.664136648178101,19,2
0.523713231086731,0.788123488426208,0.64292848110199,0.692599594593048,20,2
0.496492832899094,0.803800463676453,0.821570992469788,0.696394681930542,21,2
0.484981596469879,0.803325414657593,0.720479786396027,0.717267572879791,22,2
0.472565770149231,0.815201878547668,0.714063167572021,0.703984797000885,23,2
0.444958686828613,0.825653195381165,0.655718326568604,0.738140404224396,24,2
0.422962456941605,0.816152036190033,0.658279955387115,0.745730578899384,25,2
0.413988590240479,0.830878853797913,0.735496580600739,0.70208728313446,26,2
0.358858972787857,0.851781487464905,0.798358857631683,0.700189769268036,27,2
0.390719503164291,0.847505927085876,0.768997550010681,0.72106260061264,28,2
0.353555023670197,0.849406182765961,0.726736485958099,0.70208728313446,29,2
0.336391657590866,0.866033256053925,0.901447772979736,0.694497168064117,30,2
0.320328503847122,0.871258914470673,0.893247187137604,0.72296017408371,31,2
0.273940324783325,0.894536793231964,1.12007415294647,0.698292195796967,32,2
0.287265062332153,0.887885987758636,0.921923220157623,0.738140404224396,33,2
0.259278059005737,0.897862255573273,0.982721626758575,0.692599594593048,34,2
0.271684497594833,0.888361036777496,1.19926750659943,0.719165086746216,35,2
0.246074959635735,0.903562963008881,1.11743640899658,0.713472485542297,36,2
0.218716487288475,0.912589073181152,1.17989230155945,0.715369999408722,37,2
0.213776126503944,0.917339682579041,1.29365992546082,0.72296017408371,38,2
0.219070822000504,0.912589073181152,1.08528888225555,0.703984797000885,39,2
0.208697661757469,0.91923987865448,0.939939737319946,0.740037977695465,40,2
